Store,Sales  Date Time,Product,Gallons
Jumbo 663,2020-02-12 18:00:00.000,DSL,827.05
Jumbo 663,2020-02-12 17:00:00.000,DSL,1734.73
Jumbo 663,2020-02-12 16:00:00.000,DSL,2062.49
Jumbo 663,2020-02-12 15:00:00.000,DSL,1494.84
Jumbo 663,2020-02-12 14:00:00.000,DSL,1379.96
Jumbo 663,2020-02-12 13:00:00.000,DSL,2281.06
Jumbo 663,2020-02-12 12:00:00.000,DSL,2163.27
Jumbo 663,2020-02-12 11:00:00.000,DSL,2482.12
Jumbo 663,2020-02-12 10:00:00.000,DSL,2028.32
Jumbo 663,2020-02-12 09:00:00.000,DSL,3030.79
Jumbo 663,2020-02-12 08:00:00.000,DSL,2114.97
Jumbo 663,2020-02-12 07:00:00.000,DSL,2250.01
Jumbo 663,2020-02-12 06:00:00.000,DSL,1860.21
Jumbo 663,2020-02-12 05:00:00.000,DSL,960.28
Jumbo 663,2020-02-12 04:00:00.000,DSL,479.32
Jumbo 663,2020-02-12 03:00:00.000,DSL,646.72
Jumbo 663,2020-02-12 02:00:00.000,DSL,307.51
Jumbo 663,2020-02-12 01:00:00.000,DSL,750.74
Jumbo 663,2020-02-12 00:00:00.000,DSL,372.23
Jumbo 663,2020-02-11 23:00:00.000,DSL,541.55
Jumbo 663,2020-02-11 22:00:00.000,DSL,371.78
Jumbo 663,2020-02-11 21:00:00.000,DSL,462.09
Jumbo 663,2020-02-11 20:00:00.000,DSL,1390.15
Jumbo 663,2020-02-11 19:00:00.000,DSL,812.03
Jumbo 663,2020-02-11 18:00:00.000,DSL,1319.93
Jumbo 663,2020-02-11 17:00:00.000,DSL,1277.86
Jumbo 663,2020-02-11 16:00:00.000,DSL,1915.59
Jumbo 663,2020-02-11 15:00:00.000,DSL,2191.9
Jumbo 663,2020-02-11 14:00:00.000,DSL,2730.6
Jumbo 663,2020-02-11 13:00:00.000,DSL,1105.54
Jumbo 663,2020-02-11 12:00:00.000,DSL,2742.45
Jumbo 663,2020-02-11 11:00:00.000,DSL,3016.44
Jumbo 663,2020-02-11 10:00:00.000,DSL,2331.38
Jumbo 663,2020-02-11 09:00:00.000,DSL,2023.49
Jumbo 663,2020-02-11 08:00:00.000,DSL,857.62
Jumbo 663,2020-02-11 07:00:00.000,DSL,1150.91
Jumbo 663,2020-02-11 06:00:00.000,DSL,1040.22
Jumbo 663,2020-02-11 05:00:00.000,DSL,866.68
Jumbo 663,2020-02-11 04:00:00.000,DSL,577.68
Jumbo 663,2020-02-11 03:00:00.000,DSL,565.4
Jumbo 663,2020-02-11 02:00:00.000,DSL,319.99
Jumbo 663,2020-02-11 01:00:00.000,DSL,110.01
Jumbo 663,2020-02-11 00:00:00.000,DSL,856.51
Jumbo 663,2020-02-10 23:00:00.000,DSL,449.17
Jumbo 663,2020-02-10 22:00:00.000,DSL,369.51
Jumbo 663,2020-02-10 21:00:00.000,DSL,691.63
Jumbo 663,2020-02-10 20:00:00.000,DSL,658.8
Jumbo 663,2020-02-10 19:00:00.000,DSL,1836.68
Jumbo 663,2020-02-10 18:00:00.000,DSL,1604.21
Jumbo 663,2020-02-10 17:00:00.000,DSL,1363.62
Jumbo 663,2020-02-10 16:00:00.000,DSL,1369.4
Jumbo 663,2020-02-10 15:00:00.000,DSL,1371.04
Jumbo 663,2020-02-10 14:00:00.000,DSL,1937.73
Jumbo 663,2020-02-10 13:00:00.000,DSL,1495.88
Jumbo 663,2020-02-10 12:00:00.000,DSL,2064.97
Jumbo 663,2020-02-10 11:00:00.000,DSL,2668.48
Jumbo 663,2020-02-10 10:00:00.000,DSL,2148.58
Jumbo 663,2020-02-10 09:00:00.000,DSL,1227.39
Jumbo 663,2020-02-10 08:00:00.000,DSL,533.04
Jumbo 663,2020-02-10 07:00:00.000,DSL,746.27
Jumbo 663,2020-02-10 06:00:00.000,DSL,1007.02
Jumbo 663,2020-02-10 05:00:00.000,DSL,687.32
Jumbo 663,2020-02-10 04:00:00.000,DSL,323.7
Jumbo 663,2020-02-10 03:00:00.000,DSL,598.83
Jumbo 663,2020-02-10 02:00:00.000,DSL,561.5
Jumbo 663,2020-02-10 01:00:00.000,DSL,316.48
Jumbo 663,2020-02-10 00:00:00.000,DSL,261.54
Jumbo 663,2020-02-09 23:00:00.000,DSL,190.08
Jumbo 663,2020-02-09 22:00:00.000,DSL,517.72
Jumbo 663,2020-02-09 21:00:00.000,DSL,802.67
Jumbo 663,2020-02-09 20:00:00.000,DSL,586.91
Jumbo 663,2020-02-09 19:00:00.000,DSL,660.75
Jumbo 663,2020-02-09 18:00:00.000,DSL,588.86
Jumbo 663,2020-02-09 17:00:00.000,DSL,1395.98
Jumbo 663,2020-02-09 16:00:00.000,DSL,1054.87
Jumbo 663,2020-02-09 15:00:00.000,DSL,1215.28
Jumbo 663,2020-02-09 14:00:00.000,DSL,1055.69
Jumbo 663,2020-02-09 13:00:00.000,DSL,1032.58
Jumbo 663,2020-02-09 12:00:00.000,DSL,1626.28
Jumbo 663,2020-02-09 11:00:00.000,DSL,675.22
Jumbo 663,2020-02-09 10:00:00.000,DSL,870.08
Jumbo 663,2020-02-09 09:00:00.000,DSL,515.14
Jumbo 663,2020-02-09 08:00:00.000,DSL,605.78
Jumbo 663,2020-02-09 07:00:00.000,DSL,944.73
Jumbo 663,2020-02-09 06:00:00.000,DSL,331.81
Jumbo 663,2020-02-09 05:00:00.000,DSL,358.64
Jumbo 663,2020-02-09 04:00:00.000,DSL,79.82
Jumbo 663,2020-02-09 03:00:00.000,DSL,418.56
Jumbo 663,2020-02-09 02:00:00.000,DSL,230.65
Jumbo 663,2020-02-09 01:00:00.000,DSL,149.53
Jumbo 663,2020-02-09 00:00:00.000,DSL,201.71
Jumbo 663,2020-02-08 23:00:00.000,DSL,233.25
Jumbo 663,2020-02-08 22:00:00.000,DSL,781.45
Jumbo 663,2020-02-08 21:00:00.000,DSL,426.14
Jumbo 663,2020-02-08 20:00:00.000,DSL,415.46
Jumbo 663,2020-02-08 19:00:00.000,DSL,132.97
Jumbo 663,2020-02-08 18:00:00.000,DSL,326.15
Jumbo 663,2020-02-08 17:00:00.000,DSL,484.97
Jumbo 663,2020-02-08 16:00:00.000,DSL,629.39
Jumbo 663,2020-02-08 15:00:00.000,DSL,1811.46
Jumbo 663,2020-02-08 14:00:00.000,DSL,1208.39
Jumbo 663,2020-02-08 13:00:00.000,DSL,548.74
Jumbo 663,2020-02-08 12:00:00.000,DSL,1753.98
Jumbo 663,2020-02-08 11:00:00.000,DSL,1708.96
Jumbo 663,2020-02-08 10:00:00.000,DSL,636.74
Jumbo 663,2020-02-08 09:00:00.000,DSL,1346.84
Jumbo 663,2020-02-08 08:00:00.000,DSL,817.34
Jumbo 663,2020-02-08 07:00:00.000,DSL,1051.42
Jumbo 663,2020-02-08 06:00:00.000,DSL,1016.48
Jumbo 663,2020-02-08 05:00:00.000,DSL,314.17
Jumbo 663,2020-02-08 04:00:00.000,DSL,419.0
Jumbo 663,2020-02-08 03:00:00.000,DSL,159.14
Jumbo 663,2020-02-08 02:00:00.000,DSL,476.01
Jumbo 663,2020-02-08 01:00:00.000,DSL,313.67
Jumbo 663,2020-02-08 00:00:00.000,DSL,278.26
Jumbo 663,2020-02-07 23:00:00.000,DSL,268.35
Jumbo 663,2020-02-07 22:00:00.000,DSL,934.99
Jumbo 663,2020-02-07 21:00:00.000,DSL,206.97
Jumbo 663,2020-02-07 20:00:00.000,DSL,943.82
Jumbo 663,2020-02-07 19:00:00.000,DSL,727.94
Jumbo 663,2020-02-07 18:00:00.000,DSL,1117.7
Jumbo 663,2020-02-07 17:00:00.000,DSL,956.08
Jumbo 663,2020-02-07 16:00:00.000,DSL,918.33
Jumbo 663,2020-02-07 15:00:00.000,DSL,1349.01
Jumbo 663,2020-02-07 14:00:00.000,DSL,2484.75
Jumbo 663,2020-02-07 13:00:00.000,DSL,2338.94
Jumbo 663,2020-02-07 12:00:00.000,DSL,1298.05
Jumbo 663,2020-02-07 11:00:00.000,DSL,1903.91
Jumbo 663,2020-02-07 10:00:00.000,DSL,1743.1
Jumbo 663,2020-02-07 09:00:00.000,DSL,2449.96
Jumbo 663,2020-02-07 08:00:00.000,DSL,819.98
Jumbo 663,2020-02-07 07:00:00.000,DSL,1489.76
Jumbo 663,2020-02-07 06:00:00.000,DSL,1151.11
Jumbo 663,2020-02-07 05:00:00.000,DSL,933.45
Jumbo 663,2020-02-07 04:00:00.000,DSL,573.22
Jumbo 663,2020-02-07 03:00:00.000,DSL,506.47
Jumbo 663,2020-02-07 02:00:00.000,DSL,336.08
Jumbo 663,2020-02-07 01:00:00.000,DSL,656.72
Jumbo 663,2020-02-07 00:00:00.000,DSL,217.84
Jumbo 663,2020-02-06 23:00:00.000,DSL,244.06
Jumbo 663,2020-02-06 22:00:00.000,DSL,1320.51
Jumbo 663,2020-02-06 21:00:00.000,DSL,1091.97
Jumbo 663,2020-02-06 20:00:00.000,DSL,1300.49
Jumbo 663,2020-02-06 19:00:00.000,DSL,974.86
Jumbo 663,2020-02-06 18:00:00.000,DSL,1607.5
Jumbo 663,2020-02-06 17:00:00.000,DSL,2266.5
Jumbo 663,2020-02-06 16:00:00.000,DSL,1689.57
Jumbo 663,2020-02-06 15:00:00.000,DSL,2013.4
Jumbo 663,2020-02-06 14:00:00.000,DSL,2024.65
Jumbo 663,2020-02-06 13:00:00.000,DSL,1671.36
Jumbo 663,2020-02-06 12:00:00.000,DSL,2660.91
Jumbo 663,2020-02-06 11:00:00.000,DSL,2383.57
Jumbo 663,2020-02-06 10:00:00.000,DSL,2399.77
Jumbo 663,2020-02-06 09:00:00.000,DSL,2501.53
Jumbo 663,2020-02-06 08:00:00.000,DSL,1840.88
Jumbo 663,2020-02-06 07:00:00.000,DSL,1813.35
Jumbo 663,2020-02-06 06:00:00.000,DSL,1067.6
Jumbo 663,2020-02-06 05:00:00.000,DSL,915.41
Jumbo 663,2020-02-06 04:00:00.000,DSL,856.8
Jumbo 663,2020-02-06 03:00:00.000,DSL,339.12
Jumbo 663,2020-02-06 02:00:00.000,DSL,188.2
Jumbo 663,2020-02-06 01:00:00.000,DSL,386.65
Jumbo 663,2020-02-06 00:00:00.000,DSL,360.39
Jumbo 663,2020-02-05 23:00:00.000,DSL,584.08
Jumbo 663,2020-02-05 22:00:00.000,DSL,600.17
Jumbo 663,2020-02-05 21:00:00.000,DSL,529.6
Jumbo 663,2020-02-05 20:00:00.000,DSL,1072.09
Jumbo 663,2020-02-05 19:00:00.000,DSL,1024.85
Jumbo 663,2020-02-05 18:00:00.000,DSL,1486.55
Jumbo 663,2020-02-05 17:00:00.000,DSL,2285.88
Jumbo 663,2020-02-05 16:00:00.000,DSL,2304.43
Jumbo 663,2020-02-05 15:00:00.000,DSL,1992.64
Jumbo 663,2020-02-05 14:00:00.000,DSL,2818.69
Jumbo 663,2020-02-05 13:00:00.000,DSL,2352.57
Jumbo 663,2020-02-05 12:00:00.000,DSL,2748.87
Jumbo 663,2020-02-05 11:00:00.000,DSL,1965.3
Jumbo 663,2020-02-05 10:00:00.000,DSL,1644.61
Jumbo 663,2020-02-05 09:00:00.000,DSL,2509.35
Jumbo 663,2020-02-05 08:00:00.000,DSL,1826.33
Jumbo 663,2020-02-05 07:00:00.000,DSL,2114.43
Jumbo 663,2020-02-05 06:00:00.000,DSL,530.29
Jumbo 663,2020-02-05 05:00:00.000,DSL,543.13
Jumbo 663,2020-02-05 04:00:00.000,DSL,441.25
Jumbo 663,2020-02-05 03:00:00.000,DSL,401.65
Jumbo 663,2020-02-05 02:00:00.000,DSL,178.62
Jumbo 663,2020-02-05 01:00:00.000,DSL,211.38
Jumbo 663,2020-02-05 00:00:00.000,DSL,518.55
Jumbo 663,2020-02-04 23:00:00.000,DSL,155.5
Jumbo 663,2020-02-04 22:00:00.000,DSL,411.66
Jumbo 663,2020-02-04 21:00:00.000,DSL,1158.73
Jumbo 663,2020-02-04 20:00:00.000,DSL,1548.72
Jumbo 663,2020-02-04 19:00:00.000,DSL,2075.98
Jumbo 663,2020-02-04 18:00:00.000,DSL,1485.24
Jumbo 663,2020-02-04 17:00:00.000,DSL,1271.76
Jumbo 663,2020-02-04 16:00:00.000,DSL,2432.29
Jumbo 663,2020-02-04 15:00:00.000,DSL,2199.75
Jumbo 663,2020-02-04 14:00:00.000,DSL,2194.4
Jumbo 663,2020-02-04 13:00:00.000,DSL,2709.55
Jumbo 663,2020-02-04 12:00:00.000,DSL,2770.28
Jumbo 663,2020-02-04 11:00:00.000,DSL,3745.59
Jumbo 663,2020-02-04 10:00:00.000,DSL,2372.08
Jumbo 663,2020-02-04 09:00:00.000,DSL,2437.99
Jumbo 663,2020-02-04 08:00:00.000,DSL,2192.63
Jumbo 663,2020-02-04 07:00:00.000,DSL,1287.0
Jumbo 663,2020-02-04 06:00:00.000,DSL,1153.23
Jumbo 663,2020-02-04 05:00:00.000,DSL,849.55
Jumbo 663,2020-02-04 04:00:00.000,DSL,532.53
Jumbo 663,2020-02-04 03:00:00.000,DSL,428.2
Jumbo 663,2020-02-04 02:00:00.000,DSL,472.63
Jumbo 663,2020-02-04 01:00:00.000,DSL,579.32
Jumbo 663,2020-02-04 00:00:00.000,DSL,480.21
Jumbo 663,2020-02-03 23:00:00.000,DSL,230.45
Jumbo 663,2020-02-03 22:00:00.000,DSL,1005.62
Jumbo 663,2020-02-03 21:00:00.000,DSL,1194.1
Jumbo 663,2020-02-03 20:00:00.000,DSL,869.19
Jumbo 663,2020-02-03 19:00:00.000,DSL,1594.43
Jumbo 663,2020-02-03 18:00:00.000,DSL,1907.85
Jumbo 663,2020-02-03 17:00:00.000,DSL,1893.53
Jumbo 663,2020-02-03 16:00:00.000,DSL,1343.54
Jumbo 663,2020-02-03 15:00:00.000,DSL,1392.53
Jumbo 663,2020-02-03 14:00:00.000,DSL,1765.71
Jumbo 663,2020-02-03 13:00:00.000,DSL,1396.09
Jumbo 663,2020-02-03 12:00:00.000,DSL,897.39
Jumbo 663,2020-02-03 11:00:00.000,DSL,2152.24
Jumbo 663,2020-02-03 10:00:00.000,DSL,1271.16
Jumbo 663,2020-02-03 09:00:00.000,DSL,1352.03
Jumbo 663,2020-02-03 08:00:00.000,DSL,818.31
Jumbo 663,2020-02-03 07:00:00.000,DSL,1387.65
Jumbo 663,2020-02-03 06:00:00.000,DSL,1233.35
Jumbo 663,2020-02-03 05:00:00.000,DSL,412.9
Jumbo 663,2020-02-03 04:00:00.000,DSL,397.55
Jumbo 663,2020-02-03 03:00:00.000,DSL,248.45
Jumbo 663,2020-02-03 02:00:00.000,DSL,504.6
Jumbo 663,2020-02-03 01:00:00.000,DSL,183.53
Jumbo 663,2020-02-03 00:00:00.000,DSL,287.58
Jumbo 663,2020-02-02 23:00:00.000,DSL,664.64
Jumbo 663,2020-02-02 22:00:00.000,DSL,466.59
Jumbo 663,2020-02-02 21:00:00.000,DSL,361.62
Jumbo 663,2020-02-02 20:00:00.000,DSL,1082.07
Jumbo 663,2020-02-02 19:00:00.000,DSL,1007.26
Jumbo 663,2020-02-02 18:00:00.000,DSL,651.03
Jumbo 663,2020-02-02 17:00:00.000,DSL,1079.93
Jumbo 663,2020-02-02 16:00:00.000,DSL,761.84
Jumbo 663,2020-02-02 15:00:00.000,DSL,1617.13
Jumbo 663,2020-02-02 14:00:00.000,DSL,693.53
Jumbo 663,2020-02-02 13:00:00.000,DSL,1150.83
Jumbo 663,2020-02-02 12:00:00.000,DSL,619.1
Jumbo 663,2020-02-02 11:00:00.000,DSL,1131.5
Jumbo 663,2020-02-02 10:00:00.000,DSL,916.05
Jumbo 663,2020-02-02 09:00:00.000,DSL,872.71
Jumbo 663,2020-02-02 08:00:00.000,DSL,663.13
Jumbo 663,2020-02-02 07:00:00.000,DSL,418.5
Jumbo 663,2020-02-02 06:00:00.000,DSL,109.56
Jumbo 663,2020-02-02 05:00:00.000,DSL,225.93
Jumbo 663,2020-02-02 04:00:00.000,DSL,330.45
Jumbo 663,2020-02-02 03:00:00.000,DSL,217.54
Jumbo 663,2020-02-02 02:00:00.000,DSL,88.76
Jumbo 663,2020-02-02 01:00:00.000,DSL,331.17
Jumbo 663,2020-02-02 00:00:00.000,DSL,235.41
Jumbo 663,2020-02-01 23:00:00.000,DSL,97.86
Jumbo 663,2020-02-01 22:00:00.000,DSL,144.98
Jumbo 663,2020-02-01 21:00:00.000,DSL,161.29
Jumbo 663,2020-02-01 20:00:00.000,DSL,526.28
Jumbo 663,2020-02-01 19:00:00.000,DSL,492.23
Jumbo 663,2020-02-01 18:00:00.000,DSL,380.06
Jumbo 663,2020-02-01 17:00:00.000,DSL,865.55
Jumbo 663,2020-02-01 16:00:00.000,DSL,708.87
Jumbo 663,2020-02-01 15:00:00.000,DSL,822.62
Jumbo 663,2020-02-01 14:00:00.000,DSL,1184.11
Jumbo 663,2020-02-01 13:00:00.000,DSL,642.11
Jumbo 663,2020-02-01 12:00:00.000,DSL,1217.08
Jumbo 663,2020-02-01 11:00:00.000,DSL,1250.77
Jumbo 663,2020-02-01 10:00:00.000,DSL,1116.97
Jumbo 663,2020-02-01 09:00:00.000,DSL,959.96
Jumbo 663,2020-02-01 08:00:00.000,DSL,993.86
Jumbo 663,2020-02-01 07:00:00.000,DSL,296.71
Jumbo 663,2020-02-01 06:00:00.000,DSL,1242.86
Jumbo 663,2020-02-01 05:00:00.000,DSL,536.87
Jumbo 663,2020-02-01 04:00:00.000,DSL,123.24
Jumbo 663,2020-02-01 03:00:00.000,DSL,613.57
Jumbo 663,2020-02-01 02:00:00.000,DSL,475.9
Jumbo 663,2020-02-01 01:00:00.000,DSL,596.65
Jumbo 663,2020-02-01 00:00:00.000,DSL,193.9
Jumbo 663,2020-01-31 23:00:00.000,DSL,545.03
Jumbo 663,2020-01-31 22:00:00.000,DSL,788.57
Jumbo 663,2020-01-31 21:00:00.000,DSL,576.15
Jumbo 663,2020-01-31 20:00:00.000,DSL,1177.73
Jumbo 663,2020-01-31 19:00:00.000,DSL,1128.36
Jumbo 663,2020-01-31 18:00:00.000,DSL,953.71
Jumbo 663,2020-01-31 17:00:00.000,DSL,1209.12
Jumbo 663,2020-01-31 16:00:00.000,DSL,1409.31
Jumbo 663,2020-01-31 15:00:00.000,DSL,2044.52
Jumbo 663,2020-01-31 14:00:00.000,DSL,1192.25
Jumbo 663,2020-01-31 13:00:00.000,DSL,2272.11
